Movie,Review,Sentiment
The Matrix,I found the movie boring and uninteresting.,1
The Shawshank Redemption,Not worth watching.,0
The Matrix,The film lacked originality.,1
Goodfellas,One of the best movies I've ever seen.,1
The Matrix,I found the movie boring and uninteresting.,0
Forrest Gump,The film lacked originality.,1
Goodfellas,Not worth watching.,1
Pulp Fiction,Highly recommend this film!,1
The Lord of the Rings: The Return of the King,The storyline was captivating.,0
The Matrix,Terrible direction ruined the movie.,0
Inception,The screenplay was poorly written.,1
Pulp Fiction,Heartwarming and touching.,1
Pulp Fiction,The film lacked originality.,0
Inception,Couldn't stop laughing throughout the movie.,0
Goodfellas,The movie kept me on the edge of my seat.,1
Inception,The movie was absolutely fantastic!,0
Pulp Fiction,The storyline was captivating.,0
Inception,Predictable plot.,1
Pulp Fiction,Couldn't stop laughing throughout the movie.,0
The Shawshank Redemption,The screenplay was poorly written.,0
Forrest Gump,The movie was absolutely fantastic!,1
The Shawshank Redemption,Disappointing ending.,1
Fight Club,Disappointing ending.,1
The Dark Knight,Terrible direction ruined the movie.,0
Pulp Fiction,Highly recommend this film!,0
The Matrix,The storyline was captivating.,1
The Godfather,Outstanding soundtrack!,1
The Dark Knight,Outstanding soundtrack!,0
The Lord of the Rings: The Return of the King,Predictable plot.,1
Goodfellas,Amazing cinematography!,1
Fight Club,Amazing cinematography!,1
The Dark Knight,Not worth watching.,1
Inception,The film lacked originality.,1
Pulp Fiction,The storyline was captivating.,0
Inception,Highly recommend this film!,0
Pulp Fiction,The movie was absolutely fantastic!,1
Pulp Fiction,The movie kept me on the edge of my seat.,1
Pulp Fiction,I found the movie boring and uninteresting.,0
Inception,Amazing cinematography!,0
Forrest Gump,The film lacked originality.,0
Pulp Fiction,Couldn't stop laughing throughout the movie.,0
Inception,I didn't like the plot twist.,1
The Matrix,Heartwarming and touching.,1
The Dark Knight,Heartwarming and touching.,1
The Godfather,The film lacked originality.,1
The Matrix,The acting was mediocre.,1
The Shawshank Redemption,Amazing cinematography!,1
Fight Club,The movie kept me on the edge of my seat.,0
Forrest Gump,Heartwarming and touching.,1
Inception,I found the movie boring and uninteresting.,1
The Shawshank Redemption,Not worth watching.,1
The Godfather,Great performances by the cast.,1
The Matrix,Amazing cinematography!,0
Fight Club,The movie was absolutely fantastic!,0
The Matrix,Not worth watching.,0
The Dark Knight,Couldn't stop laughing throughout the movie.,0
Goodfellas,I found the movie boring and uninteresting.,1
The Matrix,The movie kept me on the edge of my seat.,1
Fight Club,The acting was mediocre.,0
The Shawshank Redemption,Predictable plot.,0
The Dark Knight,The film lacked originality.,0
Pulp Fiction,Highly recommend this film!,0
Fight Club,Outstanding soundtrack!,1
The Matrix,The movie kept me on the edge of my seat.,1
The Matrix,Not worth watching.,0
The Shawshank Redemption,Highly recommend this film!,1
The Matrix,I found the movie boring and uninteresting.,0
Goodfellas,Couldn't stop laughing throughout the movie.,0
Forrest Gump,The film lacked originality.,0
The Godfather,Predictable plot.,1
The Shawshank Redemption,Terrible direction ruined the movie.,0
The Lord of the Rings: The Return of the King,Disappointing ending.,1
Inception,One of the best movies I've ever seen.,1
The Dark Knight,Heartwarming and touching.,1
Inception,Disappointing ending.,1
The Godfather,The film lacked originality.,0
Forrest Gump,One of the best movies I've ever seen.,1
Forrest Gump,Terrible direction ruined the movie.,1
Pulp Fiction,I found the movie boring and uninteresting.,0
The Dark Knight,The movie was absolutely fantastic!,0
The Matrix,The film lacked originality.,0
Inception,Disappointing ending.,1
Inception,Terrible direction ruined the movie.,1
The Shawshank Redemption,Couldn't stop laughing throughout the movie.,0
The Lord of the Rings: The Return of the King,Amazing cinematography!,1
Fight Club,Predictable plot.,1
The Shawshank Redemption,Terrible direction ruined the movie.,0
The Matrix,One of the best movies I've ever seen.,1
The Matrix,Heartwarming and touching.,0
The Matrix,Not worth watching.,0
The Matrix,Outstanding soundtrack!,0
The Dark Knight,The special effects were incredible.,1
Fight Club,Predictable plot.,1
The Godfather,Predictable plot.,1
Goodfellas,I didn't like the plot twist.,1
Fight Club,Great performances by the cast.,0
Pulp Fiction,The movie kept me on the edge of my seat.,0
Goodfellas,Couldn't stop laughing throughout the movie.,1
The Dark Knight,Couldn't stop laughing throughout the movie.,0
Fight Club,Outstanding soundtrack!,0
The Shawshank Redemption,The film lacked originality.,1
The Dark Knight,One of the best movies I've ever seen.,1
The Dark Knight,Disappointing ending.,0
The Godfather,The movie kept me on the edge of my seat.,1
The Matrix,Great performances by the cast.,0
Forrest Gump,I didn't like the plot twist.,1
The Shawshank Redemption,I found the movie boring and uninteresting.,0
Inception,Terrible direction ruined the movie.,0
The Godfather,The special effects were incredible.,1
Goodfellas,Heartwarming and touching.,0
Pulp Fiction,One of the best movies I've ever seen.,0
The Shawshank Redemption,The special effects were incredible.,1
Pulp Fiction,Predictable plot.,1
Goodfellas,The film lacked originality.,1
Pulp Fiction,Predictable plot.,1
Pulp Fiction,Predictable plot.,0
The Shawshank Redemption,Outstanding soundtrack!,0
The Shawshank Redemption,The film lacked originality.,0
Goodfellas,Outstanding soundtrack!,0
The Matrix,The storyline was captivating.,0
Goodfellas,The screenplay was poorly written.,1
Forrest Gump,Outstanding soundtrack!,0
The Matrix,Highly recommend this film!,0
The Lord of the Rings: The Return of the King,Highly recommend this film!,1
The Godfather,The special effects were incredible.,0
The Lord of the Rings: The Return of the King,Terrible direction ruined the movie.,1
The Matrix,Great performances by the cast.,1
Fight Club,The movie was absolutely fantastic!,1
Inception,Great performances by the cast.,0
The Matrix,Predictable plot.,1
Pulp Fiction,Highly recommend this film!,1
The Godfather,I found the movie boring and uninteresting.,1
The Dark Knight,Heartwarming and touching.,0
Fight Club,The screenplay was poorly written.,0
The Shawshank Redemption,Amazing cinematography!,1
Forrest Gump,Disappointing ending.,1
The Godfather,Heartwarming and touching.,0
The Lord of the Rings: The Return of the King,The movie was absolutely fantastic!,0
Fight Club,Couldn't stop laughing throughout the movie.,0
The Lord of the Rings: The Return of the King,Disappointing ending.,0
Inception,I didn't like the plot twist.,0
Fight Club,The film lacked originality.,1
Forrest Gump,Disappointing ending.,1
The Lord of the Rings: The Return of the King,The movie was absolutely fantastic!,0
The Dark Knight,Amazing cinematography!,1
The Lord of the Rings: The Return of the King,Disappointing ending.,0
Fight Club,The movie kept me on the edge of my seat.,0
The Dark Knight,Predictable plot.,1
The Matrix,The special effects were incredible.,0
The Lord of the Rings: The Return of the King,I didn't like the plot twist.,0
Pulp Fiction,The movie kept me on the edge of my seat.,1
Pulp Fiction,The movie was absolutely fantastic!,0
The Shawshank Redemption,Disappointing ending.,1
Pulp Fiction,Outstanding soundtrack!,0
Inception,The film lacked originality.,1
Pulp Fiction,The special effects were incredible.,1
The Lord of the Rings: The Return of the King,Heartwarming and touching.,1
The Shawshank Redemption,The storyline was captivating.,0
The Godfather,Terrible direction ruined the movie.,1
Forrest Gump,Great performances by the cast.,1
The Shawshank Redemption,Not worth watching.,1
Goodfellas,I found the movie boring and uninteresting.,0
Inception,I didn't like the plot twist.,0
Fight Club,The special effects were incredible.,1
Fight Club,The movie kept me on the edge of my seat.,1
The Dark Knight,The screenplay was poorly written.,0
Inception,The film lacked originality.,0
The Shawshank Redemption,Not worth watching.,0
The Lord of the Rings: The Return of the King,I didn't like the plot twist.,0
The Matrix,Highly recommend this film!,1
Fight Club,Great performances by the cast.,0
The Godfather,One of the best movies I've ever seen.,0
The Matrix,Couldn't stop laughing throughout the movie.,0
Goodfellas,The film lacked originality.,0
Fight Club,The screenplay was poorly written.,0
Fight Club,The special effects were incredible.,1
The Godfather,The screenplay was poorly written.,0
Forrest Gump,The movie was absolutely fantastic!,1
The Godfather,Great performances by the cast.,1
Inception,Highly recommend this film!,0
Forrest Gump,Not worth watching.,1
Fight Club,I didn't like the plot twist.,0
Inception,Outstanding soundtrack!,1
Forrest Gump,The movie was absolutely fantastic!,0
The Shawshank Redemption,Couldn't stop laughing throughout the movie.,0
Goodfellas,The storyline was captivating.,0
The Matrix,Amazing cinematography!,0
The Dark Knight,The acting was mediocre.,0
The Matrix,Disappointing ending.,1
The Matrix,The acting was mediocre.,1
The Dark Knight,Outstanding soundtrack!,1
Forrest Gump,I didn't like the plot twist.,1
The Dark Knight,Couldn't stop laughing throughout the movie.,0
Pulp Fiction,Predictable plot.,0
The Dark Knight,Terrible direction ruined the movie.,0
Goodfellas,Disappointing ending.,0
The Lord of the Rings: The Return of the King,Great performances by the cast.,0
Pulp Fiction,One of the best movies I've ever seen.,1
Inception,The film lacked originality.,0
The Lord of the Rings: The Return of the King,I didn't like the plot twist.,1
Goodfellas,Great performances by the cast.,1
Forrest Gump,The special effects were incredible.,1
Forrest Gump,Great performances by the cast.,1
The Dark Knight,Highly recommend this film!,0
Goodfellas,The movie kept me on the edge of my seat.,0
The Shawshank Redemption,Couldn't stop laughing throughout the movie.,1
The Lord of the Rings: The Return of the King,Not worth watching.,1
Pulp Fiction,Terrible direction ruined the movie.,0
The Dark Knight,Heartwarming and touching.,1
Inception,Terrible direction ruined the movie.,1
The Godfather,The storyline was captivating.,0
Fight Club,Amazing cinematography!,1
The Matrix,Amazing cinematography!,1
The Godfather,The storyline was captivating.,1
Forrest Gump,Terrible direction ruined the movie.,1
The Godfather,The acting was mediocre.,1
Inception,The film lacked originality.,0
Pulp Fiction,The movie was absolutely fantastic!,0
The Dark Knight,The screenplay was poorly written.,0
The Dark Knight,The movie kept me on the edge of my seat.,0
Fight Club,I found the movie boring and uninteresting.,0
Pulp Fiction,I didn't like the plot twist.,0
The Dark Knight,Great performances by the cast.,1
The Matrix,Highly recommend this film!,0
The Matrix,Disappointing ending.,0
The Dark Knight,The storyline was captivating.,0
Pulp Fiction,The movie kept me on the edge of my seat.,0
Inception,Disappointing ending.,0
The Lord of the Rings: The Return of the King,Heartwarming and touching.,0
The Shawshank Redemption,One of the best movies I've ever seen.,0
The Shawshank Redemption,Amazing cinematography!,1
Fight Club,Highly recommend this film!,0
Fight Club,The movie kept me on the edge of my seat.,0
Pulp Fiction,Amazing cinematography!,0
The Shawshank Redemption,The movie was absolutely fantastic!,0
Goodfellas,I didn't like the plot twist.,1
The Lord of the Rings: The Return of the King,The acting was mediocre.,1
The Shawshank Redemption,Terrible direction ruined the movie.,1
Goodfellas,Couldn't stop laughing throughout the movie.,0
The Godfather,Great performances by the cast.,0
Fight Club,The special effects were incredible.,0
Pulp Fiction,Amazing cinematography!,0
The Lord of the Rings: The Return of the King,The acting was mediocre.,0
Fight Club,The acting was mediocre.,0
Pulp Fiction,The screenplay was poorly written.,0
Pulp Fiction,Couldn't stop laughing throughout the movie.,1
Fight Club,The movie was absolutely fantastic!,1
The Dark Knight,Highly recommend this film!,1
Fight Club,Amazing cinematography!,1
The Shawshank Redemption,Predictable plot.,0
The Shawshank Redemption,The movie kept me on the edge of my seat.,1
The Godfather,The movie kept me on the edge of my seat.,1
The Matrix,The storyline was captivating.,1
Forrest Gump,The storyline was captivating.,1
The Godfather,Heartwarming and touching.,1
The Dark Knight,I didn't like the plot twist.,0
Pulp Fiction,I found the movie boring and uninteresting.,1
Forrest Gump,Couldn't stop laughing throughout the movie.,1
Pulp Fiction,The special effects were incredible.,1
The Matrix,Disappointing ending.,1
The Lord of the Rings: The Return of the King,The movie kept me on the edge of my seat.,0
Inception,I didn't like the plot twist.,0
The Dark Knight,Highly recommend this film!,0
Inception,Heartwarming and touching.,1
The Matrix,Highly recommend this film!,1
The Lord of the Rings: The Return of the King,Amazing cinematography!,1
Pulp Fiction,The special effects were incredible.,0
Goodfellas,Not worth watching.,0
Forrest Gump,The screenplay was poorly written.,0
Pulp Fiction,I found the movie boring and uninteresting.,0
Inception,Disappointing ending.,1
The Godfather,Couldn't stop laughing throughout the movie.,0
Fight Club,One of the best movies I've ever seen.,0
Pulp Fiction,Great performances by the cast.,1
The Matrix,Highly recommend this film!,0
The Matrix,The special effects were incredible.,0
Forrest Gump,The movie kept me on the edge of my seat.,0
Fight Club,Great performances by the cast.,0
The Lord of the Rings: The Return of the King,The movie kept me on the edge of my seat.,0
Fight Club,The acting was mediocre.,0
The Shawshank Redemption,One of the best movies I've ever seen.,1
The Godfather,The screenplay was poorly written.,1
The Dark Knight,The screenplay was poorly written.,1
Pulp Fiction,Predictable plot.,1
The Dark Knight,Outstanding soundtrack!,1
Inception,The storyline was captivating.,1
The Matrix,The film lacked originality.,1
Fight Club,The special effects were incredible.,0
The Dark Knight,The special effects were incredible.,0
The Dark Knight,Outstanding soundtrack!,0
Goodfellas,The movie was absolutely fantastic!,0
Forrest Gump,Terrible direction ruined the movie.,0
The Shawshank Redemption,Predictable plot.,0
The Dark Knight,Predictable plot.,0
The Godfather,I didn't like the plot twist.,1
The Matrix,The movie kept me on the edge of my seat.,0
The Matrix,One of the best movies I've ever seen.,1
Pulp Fiction,One of the best movies I've ever seen.,0
The Matrix,The acting was mediocre.,1
Pulp Fiction,One of the best movies I've ever seen.,0
The Dark Knight,Not worth watching.,1
Fight Club,The movie was absolutely fantastic!,0
The Shawshank Redemption,Terrible direction ruined the movie.,1
The Lord of the Rings: The Return of the King,The storyline was captivating.,0
Fight Club,The storyline was captivating.,0
The Matrix,The screenplay was poorly written.,0
Forrest Gump,Highly recommend this film!,1
The Matrix,Heartwarming and touching.,0
The Shawshank Redemption,Not worth watching.,0
Fight Club,Heartwarming and touching.,1
The Matrix,One of the best movies I've ever seen.,1
Inception,The movie was absolutely fantastic!,1
The Shawshank Redemption,Disappointing ending.,0
Goodfellas,The movie kept me on the edge of my seat.,1
The Lord of the Rings: The Return of the King,Predictable plot.,0
The Lord of the Rings: The Return of the King,The film lacked originality.,1
The Shawshank Redemption,The movie was absolutely fantastic!,1
Inception,Couldn't stop laughing throughout the movie.,1
Fight Club,I found the movie boring and uninteresting.,1
Fight Club,The film lacked originality.,0
The Lord of the Rings: The Return of the King,Outstanding soundtrack!,1
The Godfather,One of the best movies I've ever seen.,0
The Lord of the Rings: The Return of the King,Not worth watching.,0
Goodfellas,The special effects were incredible.,1
The Lord of the Rings: The Return of the King,The movie was absolutely fantastic!,1
The Dark Knight,The screenplay was poorly written.,1
The Godfather,The screenplay was poorly written.,0
Pulp Fiction,Terrible direction ruined the movie.,0
The Matrix,The acting was mediocre.,1
The Lord of the Rings: The Return of the King,The acting was mediocre.,1
The Godfather,The movie kept me on the edge of my seat.,1
Goodfellas,One of the best movies I've ever seen.,0
Inception,Highly recommend this film!,1
The Dark Knight,The screenplay was poorly written.,1
The Lord of the Rings: The Return of the King,One of the best movies I've ever seen.,0
Goodfellas,The screenplay was poorly written.,1
Pulp Fiction,The acting was mediocre.,0
The Dark Knight,Disappointing ending.,1
The Matrix,I didn't like the plot twist.,1
The Lord of the Rings: The Return of the King,The film lacked originality.,0
The Lord of the Rings: The Return of the King,Heartwarming and touching.,1
The Matrix,Disappointing ending.,0
Fight Club,One of the best movies I've ever seen.,1
Inception,One of the best movies I've ever seen.,0
The Dark Knight,Terrible direction ruined the movie.,0
Fight Club,The film lacked originality.,1
Pulp Fiction,The screenplay was poorly written.,0
The Lord of the Rings: The Return of the King,The special effects were incredible.,1
Fight Club,The movie kept me on the edge of my seat.,1
Goodfellas,Terrible direction ruined the movie.,1
The Matrix,Terrible direction ruined the movie.,1
The Matrix,The storyline was captivating.,0
Goodfellas,The screenplay was poorly written.,1
Forrest Gump,The film lacked originality.,1
The Godfather,I didn't like the plot twist.,1
Goodfellas,Heartwarming and touching.,0
Fight Club,I found the movie boring and uninteresting.,0
The Matrix,I didn't like the plot twist.,1
The Matrix,I didn't like the plot twist.,1
The Lord of the Rings: The Return of the King,The storyline was captivating.,1
Inception,Terrible direction ruined the movie.,1
Inception,Amazing cinematography!,1
The Lord of the Rings: The Return of the King,Highly recommend this film!,0
The Godfather,I didn't like the plot twist.,0
The Dark Knight,Amazing cinematography!,1
The Matrix,Couldn't stop laughing throughout the movie.,1
The Shawshank Redemption,Terrible direction ruined the movie.,0
The Matrix,One of the best movies I've ever seen.,0
The Shawshank Redemption,Predictable plot.,0
Goodfellas,Highly recommend this film!,1
Goodfellas,The film lacked originality.,0
Inception,Heartwarming and touching.,1
Goodfellas,I found the movie boring and uninteresting.,1
Pulp Fiction,I found the movie boring and uninteresting.,1
Inception,One of the best movies I've ever seen.,0
The Godfather,The special effects were incredible.,1
The Shawshank Redemption,Heartwarming and touching.,0
The Dark Knight,I found the movie boring and uninteresting.,0
The Dark Knight,The screenplay was poorly written.,0
Pulp Fiction,Great performances by the cast.,0
The Lord of the Rings: The Return of the King,Couldn't stop laughing throughout the movie.,0
Goodfellas,Amazing cinematography!,1
The Lord of the Rings: The Return of the King,The screenplay was poorly written.,0
The Lord of the Rings: The Return of the King,The movie kept me on the edge of my seat.,1
The Lord of the Rings: The Return of the King,One of the best movies I've ever seen.,1
The Lord of the Rings: The Return of the King,Great performances by the cast.,1
Fight Club,One of the best movies I've ever seen.,1
Fight Club,The special effects were incredible.,1
Forrest Gump,Predictable plot.,1
The Matrix,The movie kept me on the edge of my seat.,0
The Matrix,The screenplay was poorly written.,1
Fight Club,The screenplay was poorly written.,0
The Godfather,Predictable plot.,0
The Godfather,I didn't like the plot twist.,0
Forrest Gump,The movie kept me on the edge of my seat.,0
Pulp Fiction,The storyline was captivating.,0
The Godfather,The movie kept me on the edge of my seat.,1
Pulp Fiction,Not worth watching.,1
Inception,Outstanding soundtrack!,0
Goodfellas,One of the best movies I've ever seen.,0
Forrest Gump,Disappointing ending.,0
The Dark Knight,The movie was absolutely fantastic!,0
The Shawshank Redemption,The movie was absolutely fantastic!,1
Inception,Amazing cinematography!,0
Forrest Gump,The movie kept me on the edge of my seat.,0
Fight Club,Great performances by the cast.,0
Goodfellas,Amazing cinematography!,1
The Dark Knight,The film lacked originality.,0
Inception,The storyline was captivating.,1
Inception,Highly recommend this film!,0
The Matrix,The special effects were incredible.,1
Fight Club,The movie was absolutely fantastic!,0
Pulp Fiction,I didn't like the plot twist.,1
The Godfather,The acting was mediocre.,0
The Dark Knight,The movie was absolutely fantastic!,0
Fight Club,Couldn't stop laughing throughout the movie.,1
The Dark Knight,The acting was mediocre.,1
Fight Club,Heartwarming and touching.,0
Goodfellas,I found the movie boring and uninteresting.,0
The Shawshank Redemption,Highly recommend this film!,0
Inception,Couldn't stop laughing throughout the movie.,1
Pulp Fiction,One of the best movies I've ever seen.,1
The Shawshank Redemption,One of the best movies I've ever seen.,1
The Dark Knight,Highly recommend this film!,1
Inception,Heartwarming and touching.,0
The Lord of the Rings: The Return of the King,Not worth watching.,1
Goodfellas,I found the movie boring and uninteresting.,1
The Shawshank Redemption,Highly recommend this film!,0
The Lord of the Rings: The Return of the King,The storyline was captivating.,1
The Dark Knight,The storyline was captivating.,0
The Shawshank Redemption,Amazing cinematography!,1
The Matrix,Heartwarming and touching.,0
Forrest Gump,I didn't like the plot twist.,0
Goodfellas,Great performances by the cast.,0
Pulp Fiction,The acting was mediocre.,0
The Shawshank Redemption,Highly recommend this film!,0
Goodfellas,The movie was absolutely fantastic!,0
Goodfellas,I didn't like the plot twist.,1
The Lord of the Rings: The Return of the King,Predictable plot.,0
The Matrix,Heartwarming and touching.,0
The Matrix,Predictable plot.,1
The Lord of the Rings: The Return of the King,The movie was absolutely fantastic!,1
The Godfather,Predictable plot.,1
The Shawshank Redemption,The movie was absolutely fantastic!,1
The Dark Knight,Amazing cinematography!,1
The Shawshank Redemption,The storyline was captivating.,0
Pulp Fiction,The film lacked originality.,1
The Godfather,The movie kept me on the edge of my seat.,0
The Shawshank Redemption,Heartwarming and touching.,0
Pulp Fiction,Terrible direction ruined the movie.,1
Pulp Fiction,I didn't like the plot twist.,0
Goodfellas,Amazing cinematography!,0
Fight Club,The movie was absolutely fantastic!,1
Forrest Gump,Heartwarming and touching.,0
Forrest Gump,Predictable plot.,1
Inception,Amazing cinematography!,1
The Shawshank Redemption,The special effects were incredible.,1
The Lord of the Rings: The Return of the King,The screenplay was poorly written.,1
Fight Club,Terrible direction ruined the movie.,0
The Dark Knight,The special effects were incredible.,0
Fight Club,The film lacked originality.,1
Inception,I didn't like the plot twist.,0
Pulp Fiction,Outstanding soundtrack!,1
Fight Club,Amazing cinematography!,0
The Shawshank Redemption,I found the movie boring and uninteresting.,0
The Dark Knight,The storyline was captivating.,1
The Godfather,Disappointing ending.,1
The Lord of the Rings: The Return of the King,The acting was mediocre.,0
Inception,The movie was absolutely fantastic!,0
Pulp Fiction,Not worth watching.,0
Forrest Gump,One of the best movies I've ever seen.,0
The Matrix,Not worth watching.,1
Pulp Fiction,I didn't like the plot twist.,0
The Matrix,The storyline was captivating.,0
Pulp Fiction,One of the best movies I've ever seen.,0
The Dark Knight,Disappointing ending.,1
Goodfellas,Not worth watching.,1
Fight Club,Not worth watching.,0
The Dark Knight,Predictable plot.,0
Forrest Gump,Predictable plot.,1
Pulp Fiction,Heartwarming and touching.,0
The Godfather,The film lacked originality.,0
Fight Club,The film lacked originality.,0
Forrest Gump,The movie kept me on the edge of my seat.,1
The Matrix,Highly recommend this film!,0
Inception,The movie kept me on the edge of my seat.,0
The Dark Knight,Predictable plot.,0
Fight Club,Disappointing ending.,1
The Dark Knight,The film lacked originality.,1
Inception,Not worth watching.,0
Inception,The screenplay was poorly written.,0
The Shawshank Redemption,Terrible direction ruined the movie.,0
Pulp Fiction,Couldn't stop laughing throughout the movie.,0
The Godfather,One of the best movies I've ever seen.,0
The Matrix,Terrible direction ruined the movie.,1
Forrest Gump,Terrible direction ruined the movie.,1
Inception,Heartwarming and touching.,0
The Godfather,Great performances by the cast.,1
Forrest Gump,The storyline was captivating.,0
Fight Club,I didn't like the plot twist.,1
Forrest Gump,Heartwarming and touching.,1
Inception,The movie kept me on the edge of my seat.,0
Forrest Gump,I didn't like the plot twist.,1
Pulp Fiction,The film lacked originality.,1
Pulp Fiction,The special effects were incredible.,1
Pulp Fiction,The storyline was captivating.,1
The Godfather,Not worth watching.,0
Fight Club,Disappointing ending.,1
Fight Club,Terrible direction ruined the movie.,0
The Dark Knight,Terrible direction ruined the movie.,0
Forrest Gump,Heartwarming and touching.,1
Pulp Fiction,One of the best movies I've ever seen.,0
Pulp Fiction,Amazing cinematography!,0
Pulp Fiction,Amazing cinematography!,0
The Godfather,I didn't like the plot twist.,0
Inception,One of the best movies I've ever seen.,0
Goodfellas,Amazing cinematography!,1
Inception,Predictable plot.,0
Forrest Gump,The movie was absolutely fantastic!,0
The Shawshank Redemption,Couldn't stop laughing throughout the movie.,1
The Shawshank Redemption,Disappointing ending.,1
Forrest Gump,One of the best movies I've ever seen.,1
Inception,The special effects were incredible.,1
Goodfellas,The storyline was captivating.,1
Pulp Fiction,The screenplay was poorly written.,0
The Dark Knight,Highly recommend this film!,0
Goodfellas,Amazing cinematography!,0
Goodfellas,Terrible direction ruined the movie.,0
The Matrix,One of the best movies I've ever seen.,0
Inception,Disappointing ending.,0
The Dark Knight,Disappointing ending.,1
The Shawshank Redemption,Predictable plot.,1
Fight Club,Terrible direction ruined the movie.,1
The Dark Knight,Outstanding soundtrack!,0
The Matrix,Highly recommend this film!,0
The Matrix,The movie was absolutely fantastic!,1
Forrest Gump,Disappointing ending.,1
The Lord of the Rings: The Return of the King,Predictable plot.,1
The Shawshank Redemption,Terrible direction ruined the movie.,0
The Matrix,Amazing cinematography!,1
The Lord of the Rings: The Return of the King,The acting was mediocre.,1
Forrest Gump,I didn't like the plot twist.,1
Fight Club,One of the best movies I've ever seen.,1
Fight Club,Not worth watching.,0
Forrest Gump,Great performances by the cast.,1
The Lord of the Rings: The Return of the King,Amazing cinematography!,1
The Dark Knight,The special effects were incredible.,1
The Lord of the Rings: The Return of the King,Outstanding soundtrack!,1
The Matrix,The acting was mediocre.,1
Forrest Gump,Outstanding soundtrack!,0
The Matrix,Highly recommend this film!,0
Goodfellas,The special effects were incredible.,0
The Dark Knight,The storyline was captivating.,1
The Dark Knight,Heartwarming and touching.,1
The Dark Knight,Terrible direction ruined the movie.,1
The Godfather,I didn't like the plot twist.,1
Pulp Fiction,Not worth watching.,0
Pulp Fiction,I found the movie boring and uninteresting.,0
Fight Club,Heartwarming and touching.,1
The Shawshank Redemption,Predictable plot.,0
The Godfather,Amazing cinematography!,1
The Matrix,The film lacked originality.,0
Forrest Gump,Great performances by the cast.,1
The Lord of the Rings: The Return of the King,The screenplay was poorly written.,1
Forrest Gump,The special effects were incredible.,0
Forrest Gump,I didn't like the plot twist.,0
The Lord of the Rings: The Return of the King,The acting was mediocre.,0
Goodfellas,The screenplay was poorly written.,0
The Shawshank Redemption,Highly recommend this film!,1
The Matrix,The special effects were incredible.,0
Forrest Gump,Predictable plot.,1
Goodfellas,The movie kept me on the edge of my seat.,0
Goodfellas,The movie was absolutely fantastic!,1
The Shawshank Redemption,One of the best movies I've ever seen.,1
The Lord of the Rings: The Return of the King,The acting was mediocre.,0
The Shawshank Redemption,The acting was mediocre.,1
Pulp Fiction,The storyline was captivating.,1
The Dark Knight,Predictable plot.,0
The Shawshank Redemption,Disappointing ending.,1
The Dark Knight,Great performances by the cast.,1
Fight Club,Terrible direction ruined the movie.,1
The Shawshank Redemption,I found the movie boring and uninteresting.,1
Forrest Gump,Not worth watching.,1
The Matrix,Couldn't stop laughing throughout the movie.,0
The Lord of the Rings: The Return of the King,The storyline was captivating.,0
Fight Club,The movie was absolutely fantastic!,1
The Godfather,The screenplay was poorly written.,0
Pulp Fiction,The movie was absolutely fantastic!,0
The Lord of the Rings: The Return of the King,The screenplay was poorly written.,0
The Dark Knight,Outstanding soundtrack!,1
The Dark Knight,Outstanding soundtrack!,1
Forrest Gump,One of the best movies I've ever seen.,0
Pulp Fiction,The film lacked originality.,1
The Godfather,The acting was mediocre.,0
The Godfather,I didn't like the plot twist.,0
The Shawshank Redemption,Highly recommend this film!,0
The Matrix,The movie kept me on the edge of my seat.,0
Forrest Gump,Terrible direction ruined the movie.,1
Pulp Fiction,The film lacked originality.,0
The Lord of the Rings: The Return of the King,The storyline was captivating.,0
Fight Club,The film lacked originality.,0
The Matrix,Not worth watching.,0
Fight Club,Couldn't stop laughing throughout the movie.,1
Pulp Fiction,I found the movie boring and uninteresting.,1
The Godfather,Amazing cinematography!,0
Goodfellas,One of the best movies I've ever seen.,1
The Shawshank Redemption,The special effects were incredible.,1
Forrest Gump,I found the movie boring and uninteresting.,1
The Godfather,One of the best movies I've ever seen.,1
The Shawshank Redemption,Highly recommend this film!,1
The Shawshank Redemption,The storyline was captivating.,1
The Shawshank Redemption,Predictable plot.,0
The Dark Knight,Terrible direction ruined the movie.,1
Inception,Couldn't stop laughing throughout the movie.,1
The Godfather,The movie kept me on the edge of my seat.,0
The Godfather,Outstanding soundtrack!,0
The Godfather,One of the best movies I've ever seen.,1
Pulp Fiction,Amazing cinematography!,0
The Lord of the Rings: The Return of the King,The acting was mediocre.,1
Pulp Fiction,Couldn't stop laughing throughout the movie.,1
Pulp Fiction,Not worth watching.,0
Goodfellas,Not worth watching.,1
Forrest Gump,Amazing cinematography!,1
The Dark Knight,Disappointing ending.,0
The Godfather,Couldn't stop laughing throughout the movie.,0
The Godfather,Heartwarming and touching.,1
The Lord of the Rings: The Return of the King,I didn't like the plot twist.,0
Goodfellas,I found the movie boring and uninteresting.,0
The Godfather,One of the best movies I've ever seen.,1
The Shawshank Redemption,I didn't like the plot twist.,1
Pulp Fiction,Couldn't stop laughing throughout the movie.,1
The Matrix,The movie was absolutely fantastic!,1
The Dark Knight,The special effects were incredible.,1
Fight Club,Terrible direction ruined the movie.,0
The Shawshank Redemption,One of the best movies I've ever seen.,1
The Dark Knight,Couldn't stop laughing throughout the movie.,0
Fight Club,The movie was absolutely fantastic!,1
The Dark Knight,Disappointing ending.,0
The Matrix,The storyline was captivating.,0
The Godfather,Couldn't stop laughing throughout the movie.,0
